V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
,1.9467,0.0,0.0,,,,,1.0,3.0,0.0,-0.185,4.049,,10.679,10.0,,,0.0,0.0,,1.25,2.0,0.0,,0.0,,0.0,,,5.623,,2.0,,,3.827,,,8.963,0.0,0.0,1
5.656,2.6715,2.0,0.0,0.0,,,,1.0,3.0,,-0.741,4.116,,10.978,9.0,,1.11,0.0,,0.0,1.279,2.0,,1.0,,2.481,,,,2.211,0.0,,0.0,1.0,3.944,2.562,0.0,9.362,0.0,2.0,1
,2.6742,4.0,,0.0,,,,,,,0.0,,0.74,11.131,4.0,,,0.0,0.0,,,,,0.0,0.0,2.475,0.0,1.0,0.0,2.978,0.0,,0.0,2.0,6.896,2.361,0.0,,0.0,4.0,1
5.003,,,0.0,3.0,0.0,3.0,,,0.0,3.0,0.0,3.347,,10.084,,0.982,1.108,0.0,0.0,0.0,1.321,3.0,,,0.0,2.351,0.004,,0.0,1.075,,,2.0,,3.876,,,8.48,0.0,,1
5.097,,0.0,,6.0,,4.0,45.5,0.0,,6.0,,3.429,0.73,10.265,0.0,,,0.0,0.0,0.0,1.301,3.0,0.0,,0.0,2.39,-0.002,0.0,,,,2.0,,4.0,3.918,,2.0,,,0.0,1
,,0.0,,,,4.0,45.5,,0.0,6.0,0.0,3.429,,10.265,,0.988,,0.0,0.0,0.0,1.302,3.0,,0.0,,2.394,-0.002,0.0,0.0,,0.0,,,4.0,3.921,2.222,,8.577,0.0,,1
4.933,,0.0,0.0,3.0,0.0,4.0,53.3,,0.0,,,3.772,0.0,10.465,0.0,0.98,,0.0,,,1.34,,0.0,0.0,1.0,,0.0,0.0,,3.08,0.0,2.0,4.0,1.0,,1.951,,8.875,0.0,0.0,1
,,2.0,,,,,52.6,0.0,,0.0,0.0,,,10.418,,,,,,0.0,1.337,3.0,0.0,1.0,0.0,2.426,0.001,0.0,0.0,1.085,0.0,3.0,0.0,1.0,,2.504,,,0.0,,1
4.861,,,0.0,0.0,,2.0,45.5,0.0,0.0,,0.0,,0.0,,0.0,0.968,1.113,0.0,0.0,0.0,1.3,3.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.733,0.0,8.069,,,1
,,,0.0,0.0,,,42.9,,0.0,,0.0,3.065,0.0,9.805,,,,,0.0,0.0,1.308,3.0,0.0,0.0,0.0,2.323,0.012,,0.0,0.95,2.0,,0.0,,3.466,1.685,0.0,,,,1
,2.289,,0.0,,,,42.9,,0.0,0.0,1.669,,1.057,9.982,0.0,0.967,,,,0.0,,3.0,,,,2.413,0.012,0.0,0.0,1.358,2.0,0.0,0.0,0.0,,1.704,0.0,7.933,0.0,0.0,1
5.0,2.039,0.0,,0.0,0.0,0.0,45.5,,0.0,0.0,,,0.0,10.284,0.0,,1.113,0.0,0.0,,1.35,,0.0,0.0,,2.518,0.003,,0.0,0.912,4.0,0.0,,0.0,,1.633,0.0,,,0.0,1
5.352,2.4062,0.0,,,0.0,5.0,,,2.0,3.0,,,0.682,,,1.011,,0.0,0.0,0.0,,,0.0,0.0,0.0,2.518,0.0,,24.44,1.322,0.0,,2.0,,,2.569,,8.965,0.0,0.0,1
4.88,,,0.0,0.0,,,50.0,0.0,2.0,,,3.578,0.673,,4.0,,1.104,0.0,0.0,0.0,,,0.0,,0.0,,-0.001,,0.0,,,2.0,0.0,,3.767,2.476,0.0,8.634,0.0,,1
5.393,,0.0,0.0,,1.0,2.0,47.4,2.0,,,1.199,3.776,0.662,10.741,0.0,0.969,1.109,0.0,0.0,,1.317,2.0,0.0,0.0,0.0,2.366,0.0,0.0,,3.601,0.0,,,,,,,8.77,,0.0,1
5.124,1.6801,,0.0,,,,,4.0,4.0,0.0,0.0,4.148,0.596,,,0.996,,,,,1.234,4.0,0.0,0.0,0.0,2.437,0.0,,,3.93,,,0.0,0.0,,,,9.237,0.0,0.0,1
,2.2543,,0.0,3.0,0.0,,53.8,,,,0.0,3.666,0.0,10.423,0.0,,,,0.0,,1.354,,,,,2.417,0.0,0.0,0.0,2.345,0.0,,4.0,1.0,,1.944,,8.839,,,1
,,,,4.0,0.0,2.0,39.1,0.0,2.0,,-0.538,3.601,,10.297,3.0,,,,0.0,0.0,1.245,3.0,0.0,0.0,1.0,,-0.001,0.0,10.865,,0.0,0.0,4.0,2.0,3.936,,3.0,8.751,,0.0,1
4.931,,0.0,,3.0,0.0,3.0,,,2.0,6.0,,3.507,1.028,10.239,,,,0.0,1.0,0.0,1.273,3.0,,,,2.375,-0.002,0.0,20.668,,0.0,1.0,6.0,1.0,,2.875,3.0,8.841,0.0,0.0,1
,,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,3.013,1.125,9.311,0.0,0.984,,0.0,0.0,,1.299,,,0.0,0.0,,0.045,0.0,0.0,,0.0,0.0,,,3.599,2.208,1.0,7.964,0.0,0.0,1
4.414,,0.0,0.0,1.0,0.0,,38.5,,,,,2.883,,9.183,,0.998,,,,0.0,1.253,,0.0,0.0,,2.101,,,0.0,0.975,0.0,0.0,,2.0,3.587,,,,0.0,,1
4.414,3.201,,0.0,0.0,0.0,0.0,38.5,,0.0,,0.0,,0.802,,,,1.141,0.0,,,1.252,,,0.0,0.0,,-0.081,0.0,,0.975,,1.0,4.0,,3.579,2.381,2.0,7.834,,0.0,1
4.414,3.223,,0.0,1.0,0.0,,,,0.0,,0.0,,0.802,,,0.998,,,0.0,0.0,1.256,,0.0,0.0,0.0,,-0.081,0.0,0.0,0.975,,1.0,,,3.581,,2.0,7.834,0.0,,1
,3.0607,,0.0,1.0,0.0,,,0.0,1.0,,,,,,,1.004,1.109,,0.0,0.0,1.295,3.0,0.0,,0.0,2.351,0.004,0.0,0.0,1.075,0.0,,,1.0,,2.364,,8.515,0.0,,1
,2.2477,,0.0,,,,52.2,,0.0,4.0,,,0.0,10.4,,,1.09,0.0,0.0,,1.366,6.0,0.0,0.0,1.0,2.414,,0.0,0.0,,0.0,4.0,,,,1.929,1.0,,0.0,0.0,1
5.29,3.4786,2.0,,1.0,0.0,0.0,30.0,5.0,3.0,,,3.963,1.958,10.77,8.0,1.002,,0.0,0.0,0.0,1.263,1.0,0.0,0.0,,2.36,0.0,,,,0.0,0.0,5.0,0.0,4.699,,2.0,,,,1
,,,0.0,6.0,0.0,4.0,41.5,,0.0,,,3.887,1.048,,,0.982,1.128,0.0,0.0,,1.281,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,6.0,,,,3.0,8.919,0.0,0.0,1
4.802,,3.0,0.0,1.0,0.0,2.0,45.0,0.0,0.0,4.0,0.0,3.86,,,0.0,1.01,1.079,0.0,0.0,,,3.0,0.0,0.0,0.0,,-0.001,0.0,0.0,3.108,0.0,,2.0,0.0,,2.25,,9.455,0.0,,1
5.775,1.4888,0.0,0.0,5.0,1.0,,,1.0,,,,,0.42,11.693,14.0,,1.111,0.0,0.0,,,,0.0,0.0,,,,,13.296,3.124,1.0,5.0,,,4.026,2.024,2.0,,1.0,,1
,3.2718,1.0,0.0,6.0,0.0,,,3.0,,,,,,10.229,,0.996,,,0.0,,1.232,1.0,,0.0,,2.307,,0.0,0.0,,0.0,,3.0,2.0,3.939,2.111,5.0,8.797,0.0,0.0,1
4.985,,0.0,0.0,3.0,0.0,3.0,50.0,0.0,,3.0,0.0,3.49,0.569,,0.0,0.98,1.107,0.0,,0.0,,,,,,,0.001,,0.0,2.096,0.0,,2.0,,3.765,2.077,1.0,8.528,0.0,,1
4.971,2.3195,,0.0,,0.0,3.0,,,0.0,0.0,,3.837,0.648,,,,1.095,0.0,,0.0,,,0.0,1.0,0.0,2.322,0.0,0.0,,,,1.0,0.0,0.0,,,,,0.0,2.0,1
,3.2048,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,8.412,0.0,,,0.0,,0.0,,1.0,,0.0,,,,0.0,0.0,0.579,0.0,,0.0,,4.034,1.967,0.0,8.415,,,1
,,,,0.0,1.0,0.0,,,,,0.0,3.224,0.722,9.657,0.0,1.078,1.135,0.0,0.0,,1.366,0.0,,0.0,,2.0,,,0.0,0.8,0.0,,,0.0,,,0.0,,,3.0,1
,6.9923,,0.0,0.0,,0.0,,8.0,8.0,0.0,,,2.936,,,,,,0.0,0.0,1.18,,0.0,0.0,,,0.0,,52.856,,,,0.0,,,2.25,0.0,,0.0,0.0,1
,2.9644,0.0,,,0.0,,32.8,1.0,1.0,1.0,,3.799,,,1.0,,,,,,1.207,0.0,,,,1.98,0.0,0.0,9.874,8.527,0.0,,1.0,0.0,,1.905,1.0,,0.0,,1
,3.3271,1.0,1.0,0.0,,0.0,10.0,0.0,0.0,0.0,,2.767,0.971,,,,1.183,,0.0,0.0,1.193,0.0,,0.0,,,0.419,0.0,,,0.0,,,,,,3.0,8.14,,0.0,1
5.382,,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,0.0,0.0,3.648,1.197,10.84,0.0,1.139,,0.0,0.0,2.0,1.046,1.0,,,0.0,2.381,0.001,0.0,,2.219,0.0,0.0,,,,4.417,0.0,8.673,0.0,,1
4.796,3.4398,,,2.0,,2.0,37.5,,,4.0,0.0,,,9.882,,1.039,,0.0,,,,1.0,,0.0,0.0,,0.015,0.0,20.206,1.686,0.0,2.0,,2.0,3.837,3.133,,8.506,0.0,0.0,1
,,,0.0,,0.0,2.0,,,,2.0,,3.299,1.185,9.911,6.0,,,0.0,,0.0,1.213,1.0,0.0,0.0,,2.267,0.015,,20.135,1.563,,,2.0,,3.861,,1.0,,,,1
,3.3148,0.0,,1.0,0.0,2.0,,0.0,3.0,,0.0,3.37,1.273,9.947,,1.041,,0.0,1.0,,,1.0,0.0,0.0,,,,0.0,,1.951,0.0,2.0,,0.0,,2.985,1.0,8.549,,0.0,1
,,0.0,0.0,2.0,0.0,3.0,,1.0,,,0.0,3.375,1.16,,,,,0.0,1.0,0.0,1.218,1.0,0.0,,,,,,20.439,1.553,0.0,2.0,2.0,1.0,3.882,,,,0.0,0.0,1
,3.0864,,,,,,,0.0,3.0,,,,1.662,,2.0,,,,,,,1.0,0.0,1.0,,2.281,-0.002,0.0,,,0.0,,,1.0,,,0.0,9.053,,2.0,1
5.372,,,,3.0,,,34.5,,2.0,3.0,0.0,,2.108,,,,1.129,,,0.0,1.249,,0.0,0.0,,2.327,0.001,0.0,23.192,,,,2.0,1.0,,2.542,,9.481,,0.0,1
,2.7057,1.0,0.0,2.0,,4.0,41.4,0.0,,,0.0,3.872,0.732,10.806,8.0,,,0.0,0.0,0.0,1.29,,0.0,0.0,0.0,2.426,0.0,,,2.676,,,4.0,4.0,4.738,,2.0,,0.0,0.0,1
4.862,,2.0,0.0,,,3.0,37.5,,1.0,,,3.772,1.618,10.32,,,1.132,0.0,,,1.283,,,1.0,,2.292,0.001,0.0,11.247,2.902,0.0,,2.0,1.0,,,2.0,9.082,0.0,2.0,1
,,,,6.0,0.0,,46.2,,,8.0,0.0,,0.625,10.367,,1.01,1.114,,0.0,0.0,,2.0,0.0,1.0,,,0.0,0.0,0.0,3.574,0.0,4.0,6.0,2.0,,2.243,2.0,,0.0,2.0,1
,2.3207,,0.0,0.0,,4.0,,,0.0,,0.0,3.508,0.0,,0.0,,1.09,0.0,,,1.355,,0.0,0.0,0.0,2.469,,0.0,0.0,1.305,0.0,0.0,0.0,,3.866,1.859,,8.609,,0.0,1
,,,,2.0,,2.0,45.0,,,,-1.233,3.998,,10.841,6.0,,1.116,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,23.37,2.276,,,3.0,0.0,4.257,,1.0,,0.0,,1
,2.0229,,,,,7.0,,0.0,2.0,,-0.299,4.337,0.971,,,,,,0.0,,,5.0,0.0,,,,0.0,,13.096,,,3.0,6.0,,,2.099,3.0,9.415,1.0,,1
5.414,2.419,,2.0,11.0,1.0,7.0,42.5,4.0,1.0,12.0,0.0,4.094,,11.157,3.0,1.001,1.124,,0.0,,,4.0,,1.0,1.0,,0.0,,,2.907,0.0,3.0,10.0,1.0,4.065,,,9.38,0.0,1.0,1
4.593,2.3348,,,0.0,0.0,,,2.0,1.0,2.0,0.0,3.098,,9.665,0.0,,1.149,,0.0,,1.17,1.0,,,0.0,2.175,,0.0,,2.298,0.0,,3.0,,,1.833,,,,0.0,1
4.768,2.808,1.0,0.0,2.0,,0.0,,1.0,1.0,3.0,,3.423,1.455,9.921,,,1.133,0.0,,,1.278,,0.0,0.0,0.0,,-0.008,0.0,10.844,1.945,,,,2.0,3.904,,2.0,,,,1
5.115,,0.0,,6.0,0.0,,53.3,0.0,,6.0,0.355,3.962,0.548,,6.0,1.013,,,0.0,0.0,,6.0,0.0,,0.0,,0.0,0.0,,2.583,0.0,2.0,,,3.945,,,,0.0,,1
5.28,,1.0,0.0,,,4.0,,0.0,3.0,5.0,-0.647,4.44,,,10.0,1.022,1.092,0.0,0.0,,1.327,6.0,1.0,0.0,,2.551,0.0,1.0,25.24,,,2.0,4.0,,,2.525,,,0.0,1.0,1
5.054,2.3939,2.0,1.0,,0.0,,,0.0,2.0,16.0,0.0,,1.709,10.966,4.0,,,0.0,1.0,0.0,1.289,2.0,0.0,1.0,0.0,,,0.0,,,0.0,,14.0,0.0,4.09,2.758,6.0,9.674,0.0,2.0,1
5.003,,1.0,,,0.0,6.0,37.1,3.0,,,-1.11,4.549,,11.22,,1.03,1.137,0.0,,0.0,1.218,2.0,0.0,,0.0,,,,56.27,,0.0,,15.0,1.0,3.992,,5.0,,0.0,,1
5.421,1.9985,,0.0,,,,52.6,0.0,4.0,3.0,-0.848,4.52,0.638,11.207,15.0,,1.097,,,,1.305,7.0,,0.0,,,0.0,,,3.126,0.0,5.0,,3.0,6.879,2.561,1.0,,,1.0,1
5.468,2.0989,,0.0,7.0,,,,0.0,6.0,8.0,-1.693,,0.82,,18.0,,1.108,,,,,,0.0,,,,0.0,0.0,,,,,6.0,3.0,,,2.0,,,0.0,1
,,,,2.0,,2.0,,3.0,,,1.361,3.454,,10.617,,,1.122,,0.0,0.0,,,,0.0,,2.428,0.001,0.0,0.0,1.204,1.0,,5.0,,3.792,,,8.475,0.0,,1
,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.811,8.318,0.0,,1.132,,0.0,,,0.0,,0.0,0.0,1.732,-0.636,,0.0,1.0,,0.0,0.0,,4.118,3.417,,8.732,0.0,,1
3.414,,2.0,0.0,,0.0,,25.0,,0.0,,,,1.0,7.408,,1.014,,0.0,0.0,0.0,,,,0.0,0.0,1.618,-0.501,,0.0,1.707,,0.0,0.0,,6.901,,0.0,12.252,,2.0,1
4.303,3.0128,,0.0,,,0.0,,2.0,,,0.0,,1.459,8.815,,,1.136,,0.0,,,0.0,0.0,1.0,0.0,1.932,-0.226,0.0,0.0,1.745,0.0,,0.0,,3.819,2.778,,8.704,0.0,3.0,1
4.517,2.7655,,0.0,,0.0,,40.0,1.0,0.0,,,3.073,,,0.0,,1.129,0.0,,,1.264,,0.0,0.0,0.0,,-0.024,,,2.036,0.0,1.0,,1.0,3.562,1.963,1.0,7.899,,,1
5.461,2.7306,,,7.0,2.0,,,4.0,0.0,,0.0,3.271,1.124,10.724,0.0,,1.151,,0.0,0.0,1.2,1.0,0.0,,0.0,,0.003,,0.0,,0.0,,,,,,2.0,7.935,0.0,,1
5.018,2.6755,0.0,0.0,0.0,,,50.0,,,0.0,-1.992,,,,,,,0.0,0.0,,,3.0,0.0,0.0,0.0,2.396,0.0,,,2.158,0.0,,0.0,,,,0.0,8.915,0.0,0.0,1
4.802,,,,2.0,0.0,2.0,,,0.0,4.0,0.682,3.385,,,0.0,1.003,1.109,0.0,0.0,,1.351,3.0,0.0,0.0,,2.364,,0.0,0.0,1.146,,,4.0,2.0,3.945,2.167,,8.71,0.0,0.0,1
,2.6689,1.0,0.0,0.0,0.0,4.0,,0.0,,,0.0,3.647,0.0,10.384,,,1.075,0.0,,0.0,1.419,,0.0,,0.0,,-0.001,0.0,0.0,1.305,0.0,0.0,0.0,,4.345,1.885,0.0,9.171,,0.0,1
,3.3609,1.0,,0.0,,,,0.0,,,,,,9.067,,1.016,1.133,,,0.0,1.35,,0.0,,,2.115,,0.0,,0.956,0.0,0.0,1.0,2.0,4.123,2.417,2.0,8.563,,0.0,1
,,0.0,0.0,,,,41.4,1.0,3.0,,-1.903,3.768,0.972,,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,0.0,2.0,2.0,3.82,,2.0,8.806,0.0,0.0,1
,,0.0,0.0,,3.0,,,9.0,,0.0,,,1.842,,0.0,0.96,1.141,0.0,0.0,0.0,,,,,,2.314,-0.001,0.0,0.0,3.775,0.0,0.0,,0.0,,1.724,0.0,8.212,,0.0,1
5.0,3.1241,,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,0.0,2.388,0.722,9.657,,0.97,1.161,0.0,0.0,0.0,1.176,0.0,0.0,0.0,,2.0,0.325,0.0,0.0,0.8,0.0,,,,3.224,,,7.03,,,1
4.214,2.904,0.0,0.0,,0.0,0.0,22.2,1.0,0.0,0.0,0.0,2.565,,,0.0,0.979,1.171,0.0,0.0,0.0,,,0.0,0.0,0.0,1.902,-0.213,0.0,0.0,2.052,0.0,,2.0,2.0,3.07,,,6.918,0.0,0.0,1
3.802,,,0.0,2.0,0.0,0.0,20.0,,,,,,,8.394,,0.986,,0.0,0.0,0.0,1.083,0.0,0.0,,0.0,1.848,0.131,0.0,0.0,2.885,,,,5.0,2.937,2.357,,6.869,,0.0,1
,,0.0,,4.0,0.0,,21.4,,0.0,0.0,0.0,,2.322,8.881,,0.985,1.175,0.0,,,,,0.0,,,1.919,-0.024,,0.0,4.086,,0.0,,,2.995,,,7.275,,0.0,1
5.086,,0.0,0.0,0.0,1.0,,25.0,3.0,2.0,0.0,0.0,2.62,,9.771,3.0,,1.156,,,0.0,1.104,,,,0.0,,-0.23,0.0,,1.372,0.0,0.0,,1.0,3.31,,0.0,,0.0,,1
3.802,,0.0,,1.0,,0.0,,2.0,,,,2.734,,8.394,,,1.173,0.0,,0.0,,,0.0,,,1.848,0.136,0.0,,2.885,0.0,,,4.0,2.946,2.643,2.0,6.907,0.0,0.0,1
,2.8789,,0.0,0.0,0.0,0.0,31.6,,0.0,,0.0,3.744,3.301,9.649,,,1.137,,,0.0,,,0.0,,0.0,1.975,,0.0,,,0.0,,,0.0,3.349,1.617,,8.202,,,1
4.214,,,,0.0,,,,0.0,0.0,,,2.752,,8.755,0.0,,1.199,,0.0,,1.171,0.0,0.0,0.0,0.0,,-0.277,,0.0,,,0.0,0.0,4.0,3.496,3.528,4.0,7.753,0.0,0.0,1
,,4.0,,0.0,,0.0,31.3,3.0,0.0,,0.0,,,,0.0,,,0.0,0.0,,1.271,0.0,0.0,,,2.121,0.0,,,7.395,0.0,,0.0,0.0,,1.552,,9.639,,,1
,4.7145,1.0,,,0.0,0.0,23.1,3.0,4.0,,0.0,3.375,1.868,10.091,,,1.149,0.0,0.0,,1.165,0.0,,0.0,,2.236,0.015,0.0,11.347,,0.0,0.0,,0.0,4.415,,,9.008,0.0,0.0,1
5.236,4.6932,1.0,,0.0,,0.0,17.6,,4.0,0.0,,3.144,1.406,9.967,9.0,1.041,1.155,0.0,0.0,0.0,1.136,,0.0,0.0,0.0,,,0.0,10.653,1.309,0.0,0.0,0.0,,4.421,3.038,0.0,,,0.0,1
,,1.0,0.0,,0.0,,,6.0,4.0,,,4.187,2.826,10.853,15.0,,1.142,,,,1.194,,,,0.0,,0.0,0.0,13.429,,0.0,0.0,0.0,0.0,,1.959,0.0,9.317,0.0,0.0,1
5.262,,,,,,0.0,,3.0,0.0,0.0,0.0,,,10.387,0.0,0.962,,0.0,0.0,0.0,1.299,0.0,0.0,,0.0,2.257,,0.0,,3.441,0.0,0.0,0.0,,4.278,,0.0,9.024,,,1
,,,0.0,2.0,,3.0,,1.0,0.0,5.0,,3.099,0.881,9.833,0.0,,1.14,,,,,,0.0,0.0,0.0,2.246,,0.0,0.0,1.06,0.0,2.0,,,,2.333,,8.111,0.0,0.0,1
4.807,,0.0,0.0,2.0,0.0,3.0,40.0,,0.0,3.0,,,0.881,,,0.976,,,0.0,,,,,0.0,0.0,,-0.024,0.0,0.0,1.06,0.0,,2.0,2.0,,2.111,1.0,,0.0,0.0,1
,2.1379,0.0,,,0.0,,41.5,0.0,,4.0,,3.819,,,,0.977,1.126,0.0,,0.0,,2.0,,,0.0,2.311,,0.0,0.0,,0.0,2.0,4.0,,3.718,1.904,,8.803,0.0,0.0,1
,3.2197,0.0,0.0,2.0,0.0,2.0,,0.0,2.0,2.0,-0.89,3.399,,,4.0,,,,0.0,,,1.0,,0.0,0.0,,,0.0,10.557,,,1.0,2.0,1.0,,2.667,,,0.0,0.0,1
5.201,,,0.0,,0.0,3.0,40.0,0.0,6.0,,-3.157,3.707,1.254,10.498,,1.092,,0.0,,0.0,1.174,1.0,,0.0,,2.404,-0.001,,42.199,,0.0,,2.0,2.0,3.94,3.756,1.0,,0.0,,1
5.489,1.8973,,0.0,0.0,,16.0,37.8,24.0,12.0,0.0,-2.385,5.293,,12.609,40.0,0.988,,,,0.0,1.236,,,0.0,0.0,2.467,0.0,0.0,56.39,,,4.0,0.0,,3.897,2.266,0.0,10.292,,,1
5.375,3.6618,,0.0,1.0,,3.0,,1.0,,,0.0,,,10.524,6.0,,1.129,,,,,1.0,0.0,0.0,,2.368,,,21.363,1.671,,2.0,2.0,3.0,4.74,3.16,1.0,,,0.0,1
5.385,3.7456,,0.0,2.0,0.0,,33.3,1.0,,2.0,,3.745,1.084,10.644,6.0,,,0.0,,0.0,1.258,1.0,0.0,,0.0,2.396,,0.0,,1.693,0.0,,,3.0,,3.207,1.0,9.697,0.0,1.0,1
5.511,2.6317,1.0,,,0.0,4.0,44.4,0.0,4.0,,,3.884,,,12.0,,1.105,0.0,,0.0,1.275,2.0,,0.0,,2.42,,,24.186,2.731,,,,,4.737,2.917,,,0.0,,1
,2.2586,0.0,0.0,0.0,0.0,,37.5,1.0,3.0,,-0.589,3.389,0.799,10.366,8.0,1.012,,0.0,0.0,0.0,,,0.0,0.0,,2.441,,0.0,22.204,1.197,3.0,0.0,0.0,0.0,3.686,2.611,0.0,8.289,0.0,0.0,1
4.694,1.7937,1.0,0.0,6.0,0.0,0.0,32.5,0.0,,6.0,,3.673,0.5,10.219,,0.975,1.137,0.0,,0.0,1.228,2.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,2.0,3.856,,2.0,8.614,,0.0,1
,1.9758,2.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,10.89,,0.976,1.085,0.0,0.0,,1.424,,,,0.0,,0.0,0.0,0.0,,,,,0.0,4.433,1.99,,9.487,,1.0,1
5.307,3.0431,10.0,0.0,0.0,0.0,12.0,52.2,,1.0,,0.0,5.701,,11.156,,,,0.0,,0.0,,2.0,1.0,0.0,0.0,2.485,0.0,1.0,0.0,,0.0,12.0,0.0,,,2.217,0.0,13.877,0.0,,1
,,,0.0,,6.0,18.0,,,3.0,0.0,,,,12.308,12.0,,,0.0,,,1.283,,0.0,,0.0,2.525,,,,3.898,0.0,3.0,0.0,,3.956,2.0,0.0,9.962,0.0,0.0,1
,1.5321,0.0,,2.0,,6.0,,4.0,0.0,,0.0,4.328,0.541,,,,,0.0,0.0,0.0,,4.0,,,,,,0.0,0.0,5.586,,2.0,4.0,1.0,3.805,,1.0,9.379,0.0,,1
5.645,2.6483,,0.0,0.0,1.0,2.0,,0.0,3.0,0.0,,,,10.779,8.0,,1.108,0.0,0.0,0.0,1.253,2.0,0.0,0.0,0.0,2.461,,0.0,,,,0.0,,2.0,3.815,2.662,,8.81,,0.0,1
5.392,2.6779,2.0,0.0,,0.0,6.0,36.8,,6.0,,,4.264,1.018,11.255,12.0,1.043,1.121,,0.0,,,,,0.0,0.0,,0.0,0.0,45.607,4.149,,4.0,,,4.747,3.16,2.0,10.25,,0.0,1
5.35,2.0188,4.0,0.0,,0.0,12.0,,,7.0,,-5.135,,,11.524,,,,0.0,0.0,0.0,1.297,,0.0,,0.0,2.522,0.0,,,5.027,,4.0,,,4.18,2.932,,,2.0,4.0,1
5.995,3.0045,,0.0,0.0,,0.0,39.1,0.0,,,-3.753,,1.053,,8.0,1.116,1.112,,0.0,,1.278,,0.0,1.0,0.0,2.789,0.0,0.0,22.691,1.075,4.0,0.0,0.0,2.0,,3.355,0.0,9.839,,6.0,1
,2.1089,0.0,,,,0.0,,,3.0,,,3.73,1.0,10.919,8.0,,1.125,0.0,0.0,0.0,1.237,6.0,0.0,,0.0,,,,23.572,1.434,,0.0,0.0,,,2.353,0.0,8.688,0.0,,1
,2.5804,,,,0.0,4.0,54.5,,0.0,,0.0,3.434,0.0,,0.0,0.974,,,,0.0,1.369,,0.0,0.0,,,,0.0,,0.751,0.0,,,0.0,,1.806,,8.592,,0.0,1
,,4.0,0.0,2.0,,8.0,,,,,,4.386,1.016,11.356,,,1.119,,0.0,0.0,1.262,,0.0,1.0,0.0,,0.0,0.0,45.487,3.03,0.0,6.0,,,4.751,,2.0,10.384,0.0,2.0,1
5.039,2.6275,,0.0,,0.0,,50.0,0.0,2.0,0.0,-0.79,,,,2.0,,1.104,0.0,0.0,0.0,1.29,3.0,,0.0,,,-0.001,0.0,,2.131,0.0,0.0,,1.0,3.879,2.512,0.0,,0.0,0.0,1
,2.3752,5.0,0.0,2.0,1.0,0.0,,1.0,,3.0,,,,10.969,6.0,,,0.0,,0.0,1.299,,,,,2.504,,0.0,,2.749,2.0,0.0,,0.0,4.311,,1.0,9.635,,,1
,,0.0,1.0,0.0,,0.0,,,,1.0,0.0,2.774,,9.067,0.0,1.041,1.199,,0.0,0.0,,1.0,,0.0,,,0.15,0.0,0.0,,,0.0,,3.0,3.662,2.694,4.0,7.859,,0.0,1
5.431,2.8292,,0.0,0.0,,,30.0,,,1.0,,,0.832,10.681,,,1.148,,,0.0,,1.0,,,0.0,2.394,-0.007,0.0,0.0,,2.0,0.0,6.0,2.0,3.509,2.121,1.0,,,,1
4.792,1.7397,6.0,0.0,0.0,0.0,,,0.0,0.0,2.0,,4.217,0.548,10.477,0.0,,,,,,1.364,2.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,4.0,,4.476,1.85,2.0,9.806,0.0,,1
4.0,2.368,,0.0,,0.0,,28.6,0.0,2.0,,0.0,,,,0.0,1.014,1.149,0.0,0.0,0.0,1.083,,0.0,,0.0,2.0,0.135,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,1
4.732,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,9.0,0.0,3.146,,9.803,0.0,,1.199,0.0,0.0,0.0,,1.0,,,0.0,2.236,,,,0.95,0.0,0.0,0.0,6.0,,2.889,6.0,,0.0,,1
,,0.0,,0.0,,0.0,25.0,0.0,,3.0,-2.406,3.185,0.881,9.803,,1.107,,0.0,,,1.126,1.0,0.0,0.0,0.0,2.236,,0.0,,0.95,0.0,,0.0,,,,3.0,8.205,0.0,,1
5.493,,0.0,,12.0,,12.0,,,,,,,0.97,,,0.988,1.131,,,,1.248,,,,0.0,,,,,3.898,,,3.0,3.0,,2.281,3.0,,0.0,0.0,1
,2.2234,,0.0,2.0,,0.0,,,,6.0,1.397,,0.0,,,,1.145,0.0,0.0,0.0,1.22,3.0,0.0,0.0,,2.291,,,0.0,1.145,,,5.0,,3.502,1.697,2.0,,,,1
