checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,,,,745.0,,,3.0,female div/dep/mar,none,,,28.0,none,own,,unskilled resident,,,yes,bad
,,,radio/tv,,<100,,4.0,,none,,car,30.0,none,rent,1.0,high qualif/self emp/mgmt,,,,good
,60.0,existing paid,education,6288.0,<100,,4.0,,,,,42.0,,for free,,skilled,1.0,,yes,bad
no checking,,,used car,6842.0,,,2.0,,none,,life insurance,46.0,none,own,2.0,,,yes,yes,good
no checking,12.0,,new car,,no known savings,<1,,male single,,3.0,life insurance,45.0,none,own,1.0,high qualif/self emp/mgmt,,yes,yes,good
,,existing paid,new car,1546.0,<100,,3.0,male single,none,,,31.0,none,,1.0,unskilled resident,2.0,none,no,good
,,existing paid,furniture/equipment,929.0,,,4.0,male single,none,,car,,stores,,1.0,skilled,,,,good
,4.0,critical/other existing credit,new car,,,4<=X<7,2.0,,none,,real estate,,,own,3.0,unskilled resident,2.0,,,good
<0,,existing paid,furniture/equipment,,<100,,,,,1.0,life insurance,,,,,,1.0,none,yes,good
0<=X<200,48.0,no credits/all paid,new car,,,<1,1.0,female div/dep/mar,,1.0,car,,,own,,,1.0,,yes,good
<0,,,furniture/equipment,,,<1,4.0,,,4.0,,,none,,,skilled,,,yes,bad
no checking,,existing paid,new car,2859.0,,unemployed,4.0,,none,4.0,no known property,,none,own,1.0,high qualif/self emp/mgmt,,,yes,good
no checking,,,furniture/equipment,1533.0,<100,,4.0,,,,life insurance,43.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
no checking,24.0,,,3621.0,100<=X<500,,2.0,male single,none,4.0,,,none,own,,skilled,1.0,none,yes,bad
0<=X<200,,,,,<100,,3.0,male mar/wid,,3.0,,,,own,3.0,unemp/unskilled non res,2.0,yes,yes,good
,,delayed previously,business,2145.0,<100,,2.0,,,,,,,,2.0,,,,,bad
0<=X<200,,existing paid,,,,<1,3.0,,,4.0,car,28.0,none,rent,1.0,skilled,1.0,none,,bad
no checking,36.0,,furniture/equipment,10974.0,<100,unemployed,4.0,female div/dep/mar,none,2.0,,,,,2.0,high qualif/self emp/mgmt,,yes,yes,bad
,,,new car,,,,4.0,female div/dep/mar,guarantor,,life insurance,,,own,,,1.0,yes,,good
<0,24.0,critical/other existing credit,,,>=1000,,,female div/dep/mar,,,life insurance,57.0,,,2.0,,,yes,,good
>=200,,critical/other existing credit,radio/tv,3656.0,,,4.0,,,4.0,,49.0,stores,,2.0,,1.0,none,yes,good
0<=X<200,,critical/other existing credit,radio/tv,1154.0,<100,>=7,,,none,,,37.0,none,own,3.0,unskilled resident,1.0,none,,good
,,,new car,,<100,,,male single,none,2.0,car,45.0,none,own,,unskilled resident,1.0,none,yes,bad
,,,furniture/equipment,3069.0,,>=7,,male single,none,,no known property,30.0,,,1.0,skilled,1.0,none,,good
no checking,6.0,critical/other existing credit,,1740.0,<100,>=7,2.0,male mar/wid,,2.0,real estate,,,rent,,skilled,1.0,,,good
0<=X<200,21.0,delayed previously,new car,,,,1.0,,none,4.0,,,none,own,,,,,yes,good
,15.0,existing paid,new car,,no known savings,1<=X<4,3.0,male single,,2.0,,29.0,none,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,existing paid,radio/tv,,500<=X<1000,,3.0,male single,,2.0,car,35.0,bank,own,2.0,,,yes,,bad
,,existing paid,,454.0,<100,,3.0,,none,,life insurance,22.0,,own,,unskilled resident,,,,good
,30.0,,radio/tv,1715.0,,1<=X<4,4.0,,none,1.0,car,,,own,,,1.0,,,good
0<=X<200,27.0,critical/other existing credit,radio/tv,2520.0,500<=X<1000,1<=X<4,,male single,none,2.0,life insurance,23.0,none,own,,unskilled resident,1.0,none,,bad
no checking,15.0,,radio/tv,3568.0,<100,,,female div/dep/mar,,2.0,car,54.0,,,,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,,,radio/tv,7166.0,no known savings,4<=X<7,,,,4.0,,,,rent,,skilled,1.0,,yes,good
,11.0,,,3939.0,<100,,,,,2.0,real estate,40.0,none,,2.0,,,none,yes,good
,15.0,,repairs,1514.0,100<=X<500,1<=X<4,,male single,,,real estate,,,own,1.0,skilled,1.0,none,,good
no checking,24.0,,new car,7393.0,<100,,1.0,,,,,43.0,none,own,1.0,,2.0,none,,good
<0,24.0,all paid,,1193.0,<100,unemployed,1.0,,co applicant,4.0,no known property,,none,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
<0,,existing paid,,7297.0,<100,>=7,,,co applicant,4.0,,36.0,none,,1.0,,1.0,,yes,bad
no checking,30.0,critical/other existing credit,radio/tv,,,1<=X<4,,,none,,car,,none,,,skilled,1.0,yes,yes,good
>=200,24.0,existing paid,,1258.0,,1<=X<4,,,,3.0,car,57.0,none,,1.0,unskilled resident,,,,good
0<=X<200,,,,753.0,<100,,2.0,female div/dep/mar,guarantor,3.0,real estate,64.0,none,,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,delayed previously,,2427.0,,,4.0,,,,life insurance,,,own,2.0,skilled,,,yes,good
,24.0,,new car,2538.0,<100,,4.0,male single,none,4.0,,47.0,none,,2.0,unskilled resident,,none,yes,bad
,,,new car,,100<=X<500,,,,none,2.0,life insurance,,,rent,1.0,skilled,1.0,,,bad
,,critical/other existing credit,furniture/equipment,,,,,male single,none,2.0,life insurance,49.0,,,1.0,skilled,1.0,,yes,bad
no checking,48.0,,business,,<100,,3.0,,none,,car,33.0,bank,rent,1.0,,,yes,yes,bad
>=200,,existing paid,,,100<=X<500,1<=X<4,1.0,,none,1.0,,28.0,bank,own,,high qualif/self emp/mgmt,,,yes,good
<0,36.0,existing paid,,8229.0,<100,1<=X<4,2.0,male single,none,2.0,,26.0,none,,1.0,skilled,2.0,none,,bad
,,,,2028.0,<100,,2.0,male single,none,,life insurance,,none,,,unskilled resident,,,,good
,15.0,critical/other existing credit,,1433.0,,1<=X<4,,,none,,life insurance,,none,,2.0,,,none,yes,good
,,no credits/all paid,business,,<100,,2.0,male div/sep,none,1.0,life insurance,33.0,,,,skilled,,none,yes,good
,,existing paid,,1409.0,,unemployed,,female div/dep/mar,none,4.0,real estate,64.0,,own,,,,,,good
,,,,,,unemployed,,male single,,2.0,,,none,for free,1.0,high qualif/self emp/mgmt,,,yes,good
0<=X<200,,critical/other existing credit,,,<100,,,,none,2.0,life insurance,,,own,2.0,unskilled resident,,,yes,good
,,critical/other existing credit,,,,<1,2.0,,none,,,37.0,none,,2.0,,2.0,none,yes,good
no checking,15.0,all paid,,1569.0,100<=X<500,>=7,,male single,none,4.0,,34.0,bank,,1.0,unskilled resident,,none,,good
<0,18.0,existing paid,,1936.0,,,2.0,,none,4.0,car,,none,rent,2.0,unskilled resident,1.0,,yes,good
,36.0,,,,<100,,,male single,,3.0,life insurance,30.0,,,,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,existing paid,new car,2390.0,no known savings,,4.0,male single,none,3.0,,50.0,,own,1.0,skilled,1.0,yes,yes,good
,12.0,existing paid,furniture/equipment,,<100,,3.0,,,,real estate,,none,,1.0,unskilled resident,,,yes,good
<0,30.0,existing paid,,,<100,,,male div/sep,none,4.0,,40.0,none,own,,,1.0,yes,yes,good
,,,,,<100,>=7,,,none,4.0,car,38.0,,own,,skilled,1.0,,,good
,45.0,existing paid,radio/tv,,<100,1<=X<4,,,,,,23.0,none,,1.0,skilled,1.0,yes,,bad
0<=X<200,45.0,critical/other existing credit,used car,4576.0,100<=X<500,,3.0,,none,,,27.0,none,,1.0,skilled,,none,yes,good
