checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,,critical/other existing credit,new car,3535.0,<100,4<=X<7,4.0,male single,none,4.0,car,37.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,18.0,existing paid,radio/tv,3509.0,<100,4<=X<7,4.0,female div/dep/mar,guarantor,1.0,real estate,25.0,,,1.0,skilled,1.0,none,yes,good
no checking,36.0,,used car,5711.0,,>=7,4.0,male single,none,2.0,,38.0,,own,2.0,high qualif/self emp/mgmt,1.0,yes,,good
0<=X<200,18.0,existing paid,repairs,3872.0,,unemployed,,female div/dep/mar,none,4.0,car,,none,own,,skilled,1.0,,yes,good
0<=X<200,39.0,critical/other existing credit,radio/tv,4933.0,,4<=X<7,,male single,guarantor,2.0,real estate,25.0,none,own,,skilled,1.0,,yes,bad
no checking,24.0,critical/other existing credit,new car,1940.0,>=1000,>=7,4.0,male single,none,4.0,real estate,60.0,none,own,1.0,,1.0,yes,,good
0<=X<200,12.0,,retraining,1410.0,<100,1<=X<4,2.0,male single,none,,real estate,31.0,,own,1.0,unskilled resident,,yes,yes,good
0<=X<200,12.0,,,,100<=X<500,<1,4.0,,none,2.0,life insurance,23.0,,own,,,,none,yes,bad
0<=X<200,20.0,existing paid,used car,6468.0,no known savings,unemployed,1.0,male div/sep,none,4.0,real estate,60.0,,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,business,1941.0,>=1000,1<=X<4,4.0,male single,none,,life insurance,35.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
no checking,,,,,500<=X<1000,>=7,3.0,male single,,4.0,car,40.0,none,own,1.0,,1.0,none,yes,good
,48.0,critical/other existing credit,used car,2751.0,no known savings,,4.0,male single,none,3.0,,38.0,,own,,skilled,2.0,yes,,good
,48.0,delayed previously,,,,>=7,4.0,male single,none,4.0,no known property,50.0,none,for free,,skilled,1.0,none,yes,bad
<0,40.0,critical/other existing credit,,5998.0,<100,1<=X<4,4.0,male single,none,3.0,no known property,27.0,bank,own,1.0,skilled,1.0,yes,yes,bad
,21.0,existing paid,business,1188.0,<100,>=7,2.0,female div/dep/mar,none,,life insurance,,,own,1.0,skilled,2.0,,,bad
no checking,,existing paid,used car,6313.0,no known savings,>=7,3.0,male single,none,4.0,car,41.0,none,own,,high qualif/self emp/mgmt,,yes,yes,good
,6.0,critical/other existing credit,furniture/equipment,1221.0,no known savings,1<=X<4,1.0,,none,2.0,life insurance,27.0,none,,,,,,yes,good
,24.0,existing paid,furniture/equipment,2892.0,<100,>=7,3.0,male div/sep,none,4.0,,,,for free,1.0,,1.0,,,good
no checking,24.0,existing paid,furniture/equipment,3062.0,500<=X<1000,,4.0,male single,,3.0,no known property,32.0,,rent,1.0,skilled,1.0,,yes,good
no checking,,,furniture/equipment,2301.0,100<=X<500,<1,,female div/dep/mar,none,4.0,,22.0,none,rent,1.0,,1.0,,yes,good
<0,18.0,existing paid,used car,7511.0,no known savings,>=7,1.0,male single,none,4.0,,51.0,none,for free,1.0,skilled,,yes,yes,bad
no checking,12.0,critical/other existing credit,,,<100,<1,,female div/dep/mar,none,4.0,life insurance,22.0,,,2.0,unskilled resident,1.0,none,yes,good
no checking,24.0,delayed previously,,717.0,,>=7,4.0,male mar/wid,,4.0,car,54.0,none,own,,skilled,1.0,yes,yes,good
0<=X<200,9.0,existing paid,new car,1549.0,no known savings,<1,4.0,male single,none,2.0,real estate,,,own,1.0,unemp/unskilled non res,1.0,none,yes,good
no checking,,critical/other existing credit,education,1597.0,<100,>=7,4.0,male single,,4.0,no known property,,none,,2.0,skilled,,none,yes,good
0<=X<200,,critical/other existing credit,radio/tv,1795.0,,,3.0,female div/dep/mar,guarantor,4.0,real estate,,bank,rent,2.0,unskilled resident,1.0,yes,yes,good
<0,20.0,critical/other existing credit,furniture/equipment,,<100,>=7,1.0,female div/dep/mar,none,4.0,life insurance,24.0,none,,2.0,skilled,1.0,,,good
no checking,12.0,critical/other existing credit,radio/tv,976.0,no known savings,>=7,4.0,male single,,4.0,car,35.0,none,own,2.0,skilled,1.0,none,yes,good
,12.0,existing paid,new car,7472.0,no known savings,,1.0,female div/dep/mar,none,,,24.0,none,rent,1.0,unemp/unskilled non res,1.0,none,yes,good
<0,36.0,,new car,9271.0,<100,4<=X<7,2.0,male single,none,,car,24.0,none,,1.0,skilled,1.0,yes,yes,bad
0<=X<200,6.0,,,590.0,,,3.0,male mar/wid,none,3.0,real estate,26.0,none,own,1.0,unskilled resident,1.0,none,no,good
no checking,12.0,critical/other existing credit,radio/tv,,no known savings,>=7,4.0,male single,none,4.0,real estate,,,own,4.0,skilled,1.0,none,yes,good
0<=X<200,42.0,all paid,used car,9283.0,<100,unemployed,,male single,none,2.0,no known property,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,15.0,no credits/all paid,new car,1778.0,<100,<1,2.0,female div/dep/mar,,1.0,real estate,26.0,none,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
0<=X<200,8.0,existing paid,business,907.0,<100,<1,3.0,male mar/wid,none,2.0,real estate,,none,own,1.0,skilled,1.0,,yes,good
0<=X<200,,,radio/tv,484.0,<100,4<=X<7,3.0,,,3.0,real estate,28.0,bank,own,1.0,unskilled resident,1.0,,yes,good
<0,36.0,critical/other existing credit,used car,,<100,4<=X<7,4.0,male single,none,4.0,car,,none,own,2.0,skilled,1.0,,yes,bad
,48.0,existing paid,domestic appliance,3051.0,<100,1<=X<4,3.0,,none,4.0,car,,none,own,1.0,skilled,1.0,none,,bad
<0,,existing paid,,3931.0,<100,,4.0,,none,,no known property,46.0,none,,1.0,skilled,2.0,none,yes,bad
0<=X<200,36.0,delayed previously,new car,7432.0,<100,,2.0,female div/dep/mar,none,2.0,,54.0,none,rent,1.0,,1.0,none,yes,good
no checking,6.0,existing paid,domestic appliance,1338.0,500<=X<1000,1<=X<4,1.0,male div/sep,none,4.0,real estate,,,,1.0,skilled,1.0,none,yes,good
,6.0,,radio/tv,1554.0,<100,4<=X<7,,female div/dep/mar,,2.0,car,24.0,none,rent,2.0,skilled,1.0,yes,yes,good
<0,36.0,existing paid,other,,<100,unemployed,,,,3.0,car,43.0,,own,,high qualif/self emp/mgmt,,none,,good
<0,18.0,,radio/tv,1345.0,<100,,,male mar/wid,none,3.0,real estate,26.0,bank,,1.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,new car,1101.0,<100,1<=X<4,3.0,male mar/wid,none,2.0,real estate,27.0,none,own,2.0,skilled,1.0,yes,yes,good
>=200,12.0,existing paid,radio/tv,3016.0,<100,1<=X<4,3.0,male mar/wid,none,1.0,car,24.0,none,,1.0,skilled,1.0,,yes,good
<0,,existing paid,furniture/equipment,2712.0,<100,>=7,2.0,male single,,2.0,life insurance,41.0,,own,,skilled,2.0,none,yes,bad
<0,8.0,,,731.0,<100,,4.0,male single,none,4.0,real estate,47.0,none,own,2.0,,,none,yes,good
,18.0,critical/other existing credit,,,<100,,3.0,,none,2.0,car,,none,own,2.0,high qualif/self emp/mgmt,1.0,,yes,good
<0,21.0,critical/other existing credit,new car,1602.0,<100,>=7,,male mar/wid,,3.0,,30.0,none,own,,skilled,,yes,,good
,18.0,critical/other existing credit,new car,,<100,>=7,1.0,,none,4.0,real estate,33.0,,,3.0,skilled,1.0,yes,yes,bad
no checking,18.0,no credits/all paid,business,,<100,1<=X<4,2.0,male single,none,2.0,,36.0,stores,own,2.0,skilled,2.0,none,yes,bad
<0,36.0,existing paid,used car,,,>=7,3.0,male single,,4.0,no known property,47.0,none,,1.0,skilled,1.0,none,yes,bad
0<=X<200,48.0,,,,no known savings,1<=X<4,4.0,,none,4.0,no known property,38.0,none,for free,1.0,skilled,2.0,yes,,good
no checking,24.0,delayed previously,business,2375.0,,1<=X<4,4.0,male single,none,2.0,car,44.0,none,,2.0,,2.0,yes,yes,good
<0,18.0,existing paid,new car,1216.0,<100,<1,4.0,female div/dep/mar,none,3.0,car,,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,45.0,no credits/all paid,business,11816.0,<100,,2.0,,none,4.0,car,,none,rent,,skilled,1.0,none,yes,bad
0<=X<200,24.0,existing paid,radio/tv,5084.0,no known savings,,2.0,,none,4.0,car,42.0,none,own,1.0,skilled,1.0,,yes,good
>=200,15.0,existing paid,,2327.0,<100,<1,2.0,female div/dep/mar,none,,real estate,25.0,none,own,,,1.0,none,yes,bad
<0,12.0,no credits/all paid,,,<100,1<=X<4,4.0,male single,none,4.0,car,48.0,bank,own,2.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,radio/tv,886.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,2.0,car,21.0,none,,1.0,skilled,1.0,none,,good
no checking,,existing paid,furniture/equipment,601.0,<100,,1.0,female div/dep/mar,,,real estate,23.0,none,rent,1.0,unskilled resident,2.0,none,yes,good
<0,24.0,critical/other existing credit,used car,,<100,>=7,4.0,male single,none,4.0,life insurance,63.0,none,,,skilled,1.0,yes,yes,good
no checking,,critical/other existing credit,radio/tv,,,>=7,4.0,male mar/wid,co applicant,3.0,real estate,46.0,none,own,2.0,skilled,1.0,none,yes,good
<0,,existing paid,furniture/equipment,5179.0,<100,4<=X<7,4.0,male single,none,2.0,life insurance,29.0,none,own,,skilled,,none,yes,bad
no checking,,,used car,,<100,1<=X<4,3.0,male single,none,2.0,real estate,28.0,,own,2.0,unskilled resident,1.0,none,yes,good
no checking,18.0,existing paid,repairs,,,<1,4.0,female div/dep/mar,none,4.0,,23.0,none,,1.0,skilled,1.0,none,yes,bad
,24.0,all paid,business,,,4<=X<7,,,none,4.0,car,,bank,own,1.0,skilled,1.0,,yes,good
,18.0,,furniture/equipment,,<100,>=7,,male single,none,4.0,life insurance,47.0,bank,own,,skilled,2.0,yes,yes,good
0<=X<200,,existing paid,furniture/equipment,3976.0,,,2.0,male single,none,3.0,car,35.0,none,own,,skilled,1.0,yes,yes,good
no checking,18.0,existing paid,new car,,no known savings,,2.0,,none,4.0,car,68.0,none,,2.0,skilled,1.0,,yes,bad
,24.0,existing paid,new car,1249.0,<100,,,male mar/wid,none,2.0,real estate,,none,own,1.0,skilled,,none,yes,good
<0,9.0,existing paid,radio/tv,,<100,4<=X<7,,male single,none,4.0,real estate,59.0,none,own,1.0,skilled,1.0,none,,good
<0,12.0,existing paid,radio/tv,709.0,,>=7,4.0,,none,4.0,real estate,,stores,own,1.0,unskilled resident,,none,,bad
<0,20.0,critical/other existing credit,new car,,,1<=X<4,4.0,male mar/wid,guarantor,,life insurance,33.0,bank,rent,2.0,skilled,1.0,none,no,bad
no checking,24.0,,used car,4042.0,no known savings,,,male single,none,4.0,life insurance,43.0,,,2.0,skilled,1.0,yes,yes,good
no checking,15.0,critical/other existing credit,radio/tv,1471.0,<100,1<=X<4,4.0,male single,none,,,35.0,none,for free,2.0,,1.0,yes,yes,good
,18.0,all paid,new car,1442.0,<100,4<=X<7,4.0,male single,none,4.0,,32.0,none,for free,2.0,unskilled resident,,,yes,bad
,36.0,,new car,10875.0,<100,>=7,2.0,male single,,2.0,car,,none,own,2.0,skilled,2.0,,,good
no checking,24.0,existing paid,new car,,100<=X<500,<1,4.0,male mar/wid,none,3.0,real estate,,none,own,1.0,,1.0,yes,,good
no checking,,existing paid,retraining,894.0,no known savings,4<=X<7,4.0,female div/dep/mar,,,life insurance,,none,own,,,1.0,yes,yes,good
no checking,15.0,critical/other existing credit,furniture/equipment,3343.0,<100,1<=X<4,4.0,male single,none,2.0,no known property,28.0,,,,,1.0,,yes,good
,15.0,existing paid,new car,3959.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,,29.0,none,own,1.0,skilled,1.0,yes,yes,bad
no checking,9.0,existing paid,new car,3577.0,100<=X<500,1<=X<4,1.0,,guarantor,,,26.0,none,rent,1.0,skilled,2.0,none,no,good
no checking,24.0,critical/other existing credit,used car,5804.0,,,4.0,male single,,2.0,,27.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,18.0,delayed previously,business,2169.0,,1<=X<4,4.0,male mar/wid,none,2.0,car,28.0,none,own,,skilled,1.0,yes,yes,bad
<0,,existing paid,radio/tv,2439.0,<100,<1,4.0,female div/dep/mar,none,4.0,real estate,35.0,none,own,,skilled,1.0,,yes,bad
no checking,,critical/other existing credit,furniture/equipment,,>=1000,<1,4.0,male single,none,2.0,real estate,32.0,stores,own,2.0,,,,,good
no checking,10.0,existing paid,furniture/equipment,2210.0,,1<=X<4,2.0,male single,none,2.0,,25.0,,rent,,unskilled resident,1.0,none,yes,bad
no checking,,existing paid,furniture/equipment,2221.0,500<=X<1000,1<=X<4,2.0,female div/dep/mar,,4.0,car,,none,,1.0,skilled,1.0,,yes,good
<0,,,radio/tv,2389.0,<100,<1,4.0,female div/dep/mar,,1.0,car,27.0,stores,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,critical/other existing credit,,3331.0,<100,>=7,2.0,male single,none,4.0,life insurance,42.0,stores,own,1.0,,1.0,none,,good
no checking,36.0,existing paid,business,7409.0,,>=7,3.0,male single,none,2.0,life insurance,37.0,,own,,skilled,1.0,,yes,good
,12.0,existing paid,furniture/equipment,652.0,<100,>=7,4.0,,none,,life insurance,24.0,none,rent,1.0,skilled,1.0,none,yes,good
no checking,36.0,delayed previously,furniture/equipment,7678.0,500<=X<1000,4<=X<7,2.0,female div/dep/mar,none,4.0,car,40.0,,own,2.0,,1.0,yes,yes,good
>=200,,critical/other existing credit,new car,1343.0,<100,>=7,1.0,male single,,,real estate,46.0,,own,2.0,,2.0,none,no,good
<0,24.0,critical/other existing credit,business,1382.0,100<=X<500,4<=X<7,4.0,male single,none,,real estate,,,own,2.0,skilled,,yes,yes,good
no checking,15.0,existing paid,domestic appliance,874.0,no known savings,<1,4.0,female div/dep/mar,none,1.0,real estate,24.0,none,own,1.0,skilled,,none,yes,good
,12.0,,furniture/equipment,3590.0,<100,1<=X<4,2.0,male single,co applicant,2.0,life insurance,,none,,1.0,unskilled resident,2.0,none,,good
0<=X<200,,critical/other existing credit,,1322.0,>=1000,,4.0,,,4.0,car,40.0,none,own,2.0,skilled,1.0,none,yes,good
<0,,,radio/tv,1940.0,,<1,3.0,male single,,4.0,,36.0,bank,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,36.0,,radio/tv,,<100,>=7,4.0,,none,2.0,car,28.0,none,own,1.0,skilled,1.0,none,yes,good
<0,9.0,existing paid,new car,1422.0,,,,male single,none,,no known property,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,,yes,bad
no checking,30.0,critical/other existing credit,radio/tv,6742.0,no known savings,,2.0,male single,none,3.0,,36.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,24.0,existing paid,used car,7814.0,<100,4<=X<7,3.0,male single,,,car,,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,,good
no checking,24.0,existing paid,,9277.0,no known savings,1<=X<4,2.0,male div/sep,none,4.0,no known property,48.0,none,for free,,skilled,,yes,yes,good
0<=X<200,30.0,critical/other existing credit,new car,2181.0,no known savings,>=7,4.0,male single,none,,real estate,36.0,none,own,2.0,,,,yes,good
no checking,18.0,critical/other existing credit,radio/tv,1098.0,<100,,4.0,female div/dep/mar,none,4.0,,65.0,none,,2.0,unemp/unskilled non res,1.0,none,yes,good
0<=X<200,,existing paid,furniture/equipment,4057.0,<100,4<=X<7,3.0,male div/sep,none,3.0,car,43.0,none,own,1.0,skilled,1.0,yes,yes,bad
<0,12.0,,education,795.0,<100,<1,4.0,female div/dep/mar,none,4.0,life insurance,53.0,none,own,1.0,skilled,1.0,none,,bad
0<=X<200,24.0,critical/other existing credit,business,2825.0,no known savings,4<=X<7,4.0,male single,none,3.0,no known property,34.0,none,own,2.0,,2.0,yes,yes,good
0<=X<200,48.0,existing paid,business,,<100,1<=X<4,2.0,male single,none,,car,23.0,,own,1.0,skilled,1.0,yes,yes,bad
no checking,36.0,,new car,6614.0,<100,,,male single,,,car,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,28.0,all paid,used car,7824.0,no known savings,<1,3.0,,guarantor,4.0,,40.0,bank,rent,2.0,skilled,2.0,yes,yes,good
<0,,,,,<100,>=7,4.0,male single,none,4.0,,43.0,,,4.0,,2.0,yes,yes,good
no checking,15.0,,radio/tv,1829.0,<100,>=7,,male single,none,4.0,car,46.0,none,,2.0,skilled,,,yes,good
<0,12.0,critical/other existing credit,new car,,<100,,4.0,male single,none,,life insurance,38.0,bank,,,unskilled resident,1.0,none,,good
0<=X<200,36.0,critical/other existing credit,,5800.0,<100,1<=X<4,3.0,,,4.0,,,,,2.0,skilled,,yes,yes,good
no checking,18.0,critical/other existing credit,radio/tv,,no known savings,,4.0,,none,3.0,life insurance,,,,2.0,skilled,1.0,yes,yes,good
,36.0,delayed previously,used car,8947.0,no known savings,4<=X<7,3.0,male single,none,2.0,car,31.0,stores,,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
,21.0,existing paid,radio/tv,2606.0,<100,,,female div/dep/mar,none,4.0,,28.0,none,,1.0,high qualif/self emp/mgmt,,yes,yes,good
no checking,12.0,critical/other existing credit,furniture/equipment,1592.0,>=1000,4<=X<7,3.0,female div/dep/mar,none,2.0,,35.0,none,own,1.0,skilled,1.0,,no,good
no checking,15.0,existing paid,,2186.0,no known savings,4<=X<7,1.0,female div/dep/mar,none,4.0,,,,rent,1.0,unskilled resident,,none,,good
<0,,existing paid,furniture/equipment,,<100,1<=X<4,2.0,male single,co applicant,3.0,car,,none,own,1.0,skilled,1.0,,yes,bad
<0,16.0,,new car,2625.0,<100,,2.0,,guarantor,4.0,life insurance,,bank,rent,1.0,skilled,,yes,yes,bad
,20.0,critical/other existing credit,new car,3485.0,no known savings,,2.0,,,,,,,own,2.0,skilled,,yes,yes,good
no checking,36.0,critical/other existing credit,used car,10477.0,no known savings,,2.0,male single,none,4.0,no known property,42.0,none,for free,,skilled,1.0,none,yes,good
no checking,,existing paid,,1386.0,no known savings,1<=X<4,,male mar/wid,none,,real estate,40.0,none,rent,1.0,,1.0,yes,yes,good
no checking,24.0,existing paid,radio/tv,1278.0,<100,>=7,4.0,,none,1.0,real estate,36.0,none,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,12.0,existing paid,radio/tv,1107.0,,,2.0,male single,none,2.0,real estate,,none,rent,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
<0,21.0,existing paid,new car,,,,2.0,,co applicant,2.0,,24.0,,own,1.0,,1.0,none,no,good
0<=X<200,36.0,existing paid,education,,no known savings,1<=X<4,2.0,male mar/wid,none,2.0,car,27.0,none,,1.0,,1.0,,yes,good
no checking,15.0,delayed previously,used car,3594.0,,<1,1.0,,none,2.0,life insurance,46.0,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,9.0,existing paid,new car,3195.0,no known savings,,1.0,,none,2.0,real estate,33.0,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,36.0,delayed previously,radio/tv,4454.0,<100,,4.0,,,4.0,real estate,34.0,none,own,2.0,skilled,1.0,none,,good
,24.0,critical/other existing credit,furniture/equipment,4736.0,,<1,2.0,female div/dep/mar,none,4.0,car,25.0,bank,,,unskilled resident,1.0,none,yes,bad
0<=X<200,,existing paid,radio/tv,2991.0,,>=7,2.0,,none,4.0,car,25.0,none,own,1.0,,1.0,,,good
no checking,11.0,existing paid,,,>=1000,>=7,,,,2.0,real estate,28.0,none,,1.0,skilled,,yes,yes,good
<0,,all paid,business,3161.0,,,4.0,male single,none,,life insurance,31.0,none,rent,1.0,skilled,1.0,yes,yes,bad
,48.0,no credits/all paid,,18424.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,life insurance,32.0,bank,own,,high qualif/self emp/mgmt,1.0,,,bad
no checking,10.0,existing paid,used car,2848.0,100<=X<500,,,,co applicant,2.0,real estate,32.0,none,own,1.0,skilled,2.0,none,yes,good
<0,6.0,,new car,,<100,>=7,,male single,none,4.0,no known property,,bank,own,,high qualif/self emp/mgmt,,yes,yes,bad
<0,24.0,existing paid,furniture/equipment,2359.0,100<=X<500,unemployed,1.0,male div/sep,none,1.0,life insurance,33.0,,own,1.0,skilled,1.0,none,yes,bad
<0,24.0,existing paid,furniture/equipment,,<100,>=7,4.0,male single,none,2.0,life insurance,,none,rent,,high qualif/self emp/mgmt,1.0,yes,yes,bad
,18.0,critical/other existing credit,furniture/equipment,1817.0,<100,1<=X<4,4.0,female div/dep/mar,,,no known property,28.0,none,own,2.0,,1.0,none,,good
no checking,48.0,delayed previously,radio/tv,12749.0,500<=X<1000,4<=X<7,,male single,none,1.0,car,37.0,none,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,9.0,existing paid,radio/tv,,<100,<1,3.0,female div/dep/mar,,4.0,life insurance,22.0,none,rent,1.0,,,none,yes,bad
0<=X<200,12.0,existing paid,,2002.0,<100,,3.0,male single,none,4.0,life insurance,30.0,none,rent,,skilled,2.0,yes,yes,good
,,all paid,furniture/equipment,,<100,<1,2.0,male div/sep,none,1.0,,,bank,own,1.0,skilled,1.0,yes,yes,bad
,12.0,all paid,new car,697.0,,<1,4.0,male single,none,,car,46.0,bank,own,2.0,skilled,1.0,,yes,bad
<0,,critical/other existing credit,furniture/equipment,1049.0,,,4.0,female div/dep/mar,none,4.0,,21.0,,,1.0,,1.0,none,yes,good
,48.0,,used car,10297.0,,4<=X<7,4.0,male single,none,,no known property,39.0,stores,for free,3.0,skilled,2.0,yes,yes,bad
no checking,,,radio/tv,1867.0,no known savings,>=7,4.0,male single,none,4.0,car,58.0,none,own,1.0,skilled,,yes,yes,good
,,delayed previously,new car,1344.0,<100,1<=X<4,,male single,none,,real estate,43.0,none,,2.0,unskilled resident,2.0,none,yes,good
<0,24.0,existing paid,furniture/equipment,1747.0,<100,<1,4.0,male single,co applicant,1.0,life insurance,,none,own,1.0,unskilled resident,1.0,none,no,good
0<=X<200,9.0,,,1670.0,<100,<1,4.0,female div/dep/mar,none,2.0,,22.0,none,own,1.0,,1.0,yes,yes,bad
no checking,9.0,critical/other existing credit,new car,1224.0,<100,1<=X<4,3.0,male single,none,1.0,real estate,30.0,,own,2.0,skilled,1.0,none,yes,good
no checking,,,radio/tv,522.0,500<=X<1000,>=7,4.0,male single,,4.0,life insurance,42.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,12.0,existing paid,radio/tv,,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,,,bank,own,1.0,skilled,1.0,none,yes,good
0<=X<200,30.0,delayed previously,radio/tv,1919.0,,<1,4.0,male single,none,3.0,no known property,30.0,stores,own,2.0,,1.0,none,,bad
>=200,9.0,existing paid,radio/tv,745.0,<100,1<=X<4,,female div/dep/mar,none,2.0,real estate,28.0,none,own,1.0,unskilled resident,1.0,none,,bad
0<=X<200,6.0,existing paid,,2063.0,<100,<1,4.0,male mar/wid,none,3.0,car,,none,,,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,60.0,,education,,,1<=X<4,,male single,none,,no known property,42.0,none,for free,1.0,skilled,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,used car,6842.0,no known savings,1<=X<4,,,none,4.0,,46.0,none,own,2.0,high qualif/self emp/mgmt,2.0,yes,,good
no checking,12.0,existing paid,new car,3527.0,no known savings,<1,2.0,,,,,,,own,,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,10.0,existing paid,new car,1546.0,<100,,3.0,male single,none,2.0,real estate,,none,,1.0,unskilled resident,2.0,none,,good
no checking,24.0,existing paid,,,no known savings,4<=X<7,,,,2.0,car,,,own,,skilled,1.0,yes,,good
no checking,4.0,critical/other existing credit,new car,,,,2.0,male single,,,real estate,,none,own,,,,none,,good
<0,15.0,existing paid,,1845.0,<100,<1,4.0,female div/dep/mar,,1.0,,,none,,1.0,skilled,1.0,none,,good
0<=X<200,48.0,no credits/all paid,new car,8358.0,500<=X<1000,<1,,female div/dep/mar,none,1.0,car,30.0,none,own,2.0,skilled,1.0,,,good
<0,24.0,all paid,furniture/equipment,3349.0,,<1,4.0,male single,none,4.0,no known property,,none,for free,1.0,skilled,2.0,,yes,bad
,12.0,existing paid,new car,,no known savings,unemployed,,male single,,,no known property,,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,18.0,existing paid,furniture/equipment,,<100,,,male mar/wid,co applicant,1.0,life insurance,43.0,none,own,1.0,,2.0,none,yes,bad
no checking,24.0,existing paid,radio/tv,3621.0,100<=X<500,>=7,2.0,male single,none,4.0,,31.0,none,own,2.0,skilled,,none,,bad
,,critical/other existing credit,,,,unemployed,3.0,male mar/wid,none,,car,40.0,none,,3.0,unemp/unskilled non res,,yes,yes,good
<0,36.0,delayed previously,business,,<100,4<=X<7,,male single,none,1.0,car,24.0,none,own,2.0,,1.0,,,bad
0<=X<200,24.0,,used car,4113.0,500<=X<1000,<1,3.0,female div/dep/mar,none,4.0,car,28.0,,,,skilled,1.0,none,yes,bad
no checking,36.0,existing paid,furniture/equipment,10974.0,<100,unemployed,4.0,female div/dep/mar,none,,car,26.0,,own,,high qualif/self emp/mgmt,1.0,,yes,bad
<0,12.0,,new car,1893.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,4.0,life insurance,29.0,none,own,1.0,,1.0,yes,yes,good
<0,24.0,critical/other existing credit,radio/tv,1231.0,>=1000,>=7,4.0,female div/dep/mar,none,,life insurance,57.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
>=200,30.0,,radio/tv,3656.0,,>=7,4.0,male single,,4.0,,49.0,stores,own,2.0,unskilled resident,,none,,good
,9.0,,radio/tv,,<100,>=7,2.0,male single,none,4.0,real estate,37.0,none,own,3.0,unskilled resident,,,,good
,28.0,,new car,4006.0,,1<=X<4,,male single,none,2.0,car,45.0,none,,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,24.0,existing paid,furniture/equipment,3069.0,100<=X<500,>=7,4.0,male single,none,4.0,no known property,30.0,,for free,1.0,skilled,1.0,none,,good
no checking,6.0,critical/other existing credit,radio/tv,1740.0,<100,>=7,2.0,male mar/wid,none,,real estate,30.0,none,rent,,skilled,1.0,none,yes,good
0<=X<200,21.0,delayed previously,new car,,<100,1<=X<4,,male div/sep,none,4.0,life insurance,47.0,none,,2.0,skilled,1.0,none,yes,good
no checking,,existing paid,new car,3556.0,no known savings,1<=X<4,3.0,male single,none,2.0,,29.0,none,own,1.0,skilled,1.0,,yes,good
no checking,24.0,existing paid,radio/tv,,,>=7,3.0,male single,none,2.0,car,35.0,bank,own,2.0,skilled,1.0,yes,yes,bad
0<=X<200,6.0,existing paid,repairs,454.0,<100,<1,,male mar/wid,none,1.0,life insurance,22.0,none,,,unskilled resident,1.0,none,yes,good
0<=X<200,,existing paid,,,no known savings,1<=X<4,4.0,,none,1.0,car,26.0,none,own,1.0,skilled,,none,yes,good
,27.0,,radio/tv,2520.0,500<=X<1000,1<=X<4,4.0,male single,,2.0,life insurance,23.0,,,2.0,,,none,yes,bad
no checking,15.0,existing paid,radio/tv,3568.0,<100,>=7,4.0,female div/dep/mar,,2.0,car,54.0,,rent,1.0,,1.0,,yes,good
no checking,42.0,existing paid,,7166.0,no known savings,4<=X<7,,male mar/wid,none,4.0,life insurance,29.0,,,1.0,skilled,,yes,,good
<0,11.0,critical/other existing credit,new car,3939.0,<100,,1.0,,none,2.0,,,none,,2.0,unskilled resident,2.0,none,yes,good
0<=X<200,,existing paid,repairs,1514.0,100<=X<500,1<=X<4,,male single,guarantor,2.0,real estate,22.0,none,own,1.0,skilled,1.0,none,yes,good
